Cód. Artículo;Descripción;Desc. Adicional;Sinónimo;Código de Barras;Precio;Lista de precios;Fecha de última modificación;Art. carpeta nivel 1
26003;REPUESTO DE VENTILADOR PLAST;;;26003;14.837,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26004;REPUESTO DE VENTILADOR PLAST;;;26004;14.379,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26129;MOTOR 1.5CV 3000RPM 220V;;15629096;15629096;219.777,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26201;GUARDAMOTOR 25A-32A;;MPW40-3-U032;13414453;184.401,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26205;BOBINA P/CONTACTOR DE 112A ;;BCA-112-D23;10211311;37.618,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26265;INTERRUPTOR COMPACTO 4X63A;;DWB160B-63-4DF;12318005;165.848,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26266;BOBINA DE DISPARO -24VCA;;;82000351;115.132,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26416;INTERRUPTOR COMPACTO 4X320A;;DWB400H320-4DA;12534070;993.652,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26477;SECC. PORTAFUSIBLE 3X400A;;FSW 400-3;11884180;572.549,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26478;FUSIBLE NH00-25A;;FNH00-25U;10409883;6.470,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26479;FUSIBLE NH00-35A;;FNH00-35U;10409884;6.470,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26480;FUSIBLE NH00-50A;;FNH00-50U;10409885;6.470,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26481;FUSIBLE NH00-160A;;FNH00-160U;10045370;7.384,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26482;FUSIBLE NH3-630A;;FNH3-630U;10045377;29.831,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26598;LLAVE INT 3X400A;;S504003PR0;16125982;368.067,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26622;INT. COMPACTO  4X250 REG.;;;82000889;378.039,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26624;INT.TM 3X6 WEG;MDW-C6-3;MDW-C6-3;10076401;15.629,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26626;MOTOR TRIFASICO 1 HP  ;;1HP6P9OS;610207;248.281,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26629;INT DIFERENCIAL 4X25A 30ma WEG;;RDW300-25-4;12276042;84.195,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26695;INT.TM 1X2 WEG;MDW-C2;MDW-C2;10076381;5.901,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26810;FUSIBLE NH00-63A;;FNH00-63U;10409886;6.682,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26811;FUSIBLE NH00-100A;;FNH00-100U;10409888;7.128,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26812;FUSIBLE NH00-125A;;FNH00-125U;10409889;7.128,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26813;FUSIBLE NH1-100A;;FNH1-100U;10409891;13.342,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26814;FUSIBLE NH1-125A;;FNH1-125U;10185936;13.342,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26815;FUSIBLE NH1-200A;;FNH1-200U;10409893;13.978,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26816;FUSIBLE NH1-224A;;FNH1-224U;10409894;13.978,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26817;FUSIBLE NH1-250A;;FNH1-250U;10045372;13.978,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26818;FUSIBLE NH2-224A;;FNH2-224U;10045375;15.395,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26819;FUSIBLE NH2-250A;;FNH2-250U;10409896;15.395,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26820;FUSIBLE NH2-400A;;FNH2-400U;10045376;18.507,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26901;FUSIBLE NH1-160A;;FNH1-160U;10409892;13.342,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26902;FUSIBLE NH2-200A;;FNH2-200U;10045374;15.395,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26903;FUSIBLE NH2-315A;;FNH2-315U;10185937;18.507,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26960;FUSIBLE NH00-80A;;FNH00-80U;10409887;6.682,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26964;BOBINA P/CONTACTOR 25-D23 ;;BCA4-25-D23;10534727;14.815,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26965;INTERRUPTOR COMPACTO 3X400A;;DWB400N400-3DA;12534127;736.959,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26976;MOTORIZACION DE LLAVE CCF04003;;UM-C1A230Z;16145350;1.729.095,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26985;MOTOR 50 HP P4P225S 1500 RPM;;;610150;3.406.113,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26986;MOTOR 30 HP 4P180L 1500 RPM;;;610144;1.741.490,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26991;MOTOR 25 HP 4P180L 1500 RPM;;11414024;;1.532.868,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27022;INT DIFERENCIAL 4X80A 30ma WEG;;RDW300-80-4;10261530;297.447,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27039;INT DIFERENCIAL 4X100A 30maWEG;;RDW300-100-4;;250.680,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27123;INTERRUPTOR COMPACTO 3X200A;;DWB250B200-3DF;11339772;349.011,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27124;INTERRUPTOR COMPACTO 3X250A;RUPTURA B;DWB250B250-3DF;11339773;349.011,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27125;PROTECTOR MULTIF VM1-2NA+2NC;;ERWM-VM1-01D90;12337266;216.330,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27126;GUARDAMOTOR 1-1.6A ;;MPW18-3-D016;13414343;85.200,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27141;FUSIBLE NH2-300A;;FNH2-300U;10409897;18.507,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27142;FUSIBLE NH3-425A;;FNH3-425U;10409902;29.831,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27143;MOTOR TRIFASICO 2HP 3000RPM2;;;2HP2P90S-220/380;238.710,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27177;FUSIBLE NH3-450A ULTRA RAP;;FNH3-450K-A;10832962;160.192,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27223;FUSIBLE NH3-355A;;FNH3-355U;10409900;21.196,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27296;BOBINA P/CONTACTOR DE 9 A 38A ;220V;BRB-38-D23;12243219;15.428,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27297;BLOQUE CONTAC AUX 2NA+2NC;;BFB-22;12123051;24.665,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27327;CONT. + AUX+GUARDAMOTOR 5.5 HP;;;;142.074,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27328;CONT.+AUX+GUARDA 20 HP;;;;261.324,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27329;CONT.+AUX.+GUARDAMOTOR 30 HP;;;;479.517,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27330;CONT.+AUX+GUARDAMOTOR 60 HP;;;;849.949,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27366;CONVERTIDOR DE FRECUENCIA ;;MSCFW300;80006405;450.343,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27377;SECC C/PORTAFUSIBLE 3X400A;;M2104003PSD20;16087554;642.287,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27393;FUSIBLE NH3-710A ULTRA RAP;;FNH3-710K-A;10833591;160.604,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27394;ARRANQUE SUAVE SSW06 0312T ;;SSW060312T;;5.642.607,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27395;SECC. PORTAFUSIBLE 3X630A;;FSW 630-3;11884181;801.854,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27414;MOTOR 60 HP 1500 RPM;;;610153;5.251.157,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27657;GUARDAMOTOR 4-6.3A;;MPW40-3-D063;13414448;100.138,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27684;KIT VENTILADOR PLASTICO C/80;;RM40000798;;5.454,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27685;VENTILADOR PLAST 100 6/8 POL;;RM40000356;;9.304,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27686;VENTILADOR PLASTICO 160 4/6/8P;;RM40000720;;12.684,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27687;VENTILADOR PLAST 112 2/4 POL;;RM40000801;;9.403,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27752;BARRA DISTRIBUCION 54MM;;BBS54-5;14890108;41.679,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
27909;CONTACTOR P/CAPACITOR 50KVAR;;CWMC65-10-30X32;11486257;376.690,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28105;INTERRUPTOR COMP. 4X100A 25K;;;82000867;150.965,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28158;FUSIBLE NH1-80A;;FNH1-80U;10409890;13.342,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28181;ARRANQUE SUAVE 10HP;;SSW05 0016T2246;10413821;611.250,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28191;SECC. 3X125A;;S501253PB0;16125887;121.479,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28267;MOTOR 40 HP P4P200L 1500 RPM;;;610147;2.442.326,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28324;BOBINA SUBTENSION P/DWA1600;220V;BS DWA1600-D66;10046727;184.747,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28325;PLACA ADAPTADOR 30 A 22MM;;AR30;10187807;4.718,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28423;MOD. COM. PROFIDUS DP&DP-V1;;CFW500-CPDP;14742131;413.081,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28458;TAPON 22MM;;ATR;10185878;2.398,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28459;MANDO PANEL-S5 (40-160A);;DS-SA01;16133543;17.269,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28460;INTERRUPTOR COMPACTO 3X250A;RUPTURA N;DWB250N250-3DF;11339799;367.754,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28461;CONVERTIDOR DE FREC 10HP ;;CFW500 C 16P0;15575711;1.865.848,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28464;FUSIBLE NH3-315A;;FNH3-315U;10409899;21.196,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28465;TEMPORIZAD MF1-2NA+2NC 24-220V;;ERWT-MF1-02MT1E;11593741;157.191,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28521;INTERRUPTOR COMPACTO 4X250A;;DWB250N-250-4DF;12319493;455.732,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28588;CONMU BAJO CARGA 3X160A 3P+N;;S5F 01603NS0;16126059;503.749,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28589;MANDO DIRECTO-CEC (63-125A) Y;S5F (160-200A);D5LSI01;16133547;13.911,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28726;CONTACTOR 12A 24VCC 1NA+1NC;;CWB12-11-30-C03;12542260;173.022,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28757;CONTAC 3X40A 220V 1NA+1NC;;CWM40-11-30-D23;10185997;197.889,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28758;CONTAC 3X50A 220V 1NA+1NC;CWM;CWM50-11-30-D23;10045512;271.888,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28794;RELE TERMICO RW67-5D3   63-80A;;RW67-5D3-U080;13368965;142.911,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
28844;ARRANQUE SUAVE 30HP;SSW05;SSW05 0045T2246;10413824;968.507,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29041;CAJA PLASTICA P/MPW25 IP55 NGR;;PE55;10185915;28.080,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29056;CONVERTIDOR DE FREC 1HP;;CFW100 C 04P2;14248218;267.314,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29301;MINI CONTAC 3X16A 24VCA 1NA;;CWC016-10-30D02;12487346;44.502,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29302;MINI CONTAC 3X9A 380VCA 1NA;;CWC09-10-30-D33;12679781;40.965,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29303;CONTAC 3X9A 24V 1NA;;CWM9-10-30-D02;10045468;42.393,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29324;CASETINA VACIA MANIJA ROJA;;LPE55-E;80003189;31.973,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29447;MANDO PANEL-CCF (630-800A);;DCCLA21;16133567;59.383,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29543;MINI CONTAC 3X16A 380V 1NA;;CWC016-10-30D33;12679785;44.502,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29574;INTERRUPTOR COMPACTO 3X1250A;;DWA1600S-E1250-;12282712;2.991.079,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29604;FUSIBLE NH1-63A;;FNH1-63U;10185935;12.639,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29625;GUARDAMOTOR 50-65A;;MPW80-3-U065;13674478;365.623,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29660;INT DIFERENCIAL 2X40A 300ma;;RDW300-40-2;12276013;54.286,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29686;INTERRUPTOR CAJA MOLDEADA 4P ;;82000488;QWA1600S-E1250-4;3.225.372,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29707;MOTOR TRIFASICO 50HP 3000RPM ;;50HP2P200L-380;610054;2.683.914,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29745;MOTOR 0.75CV 1500RPM 220/380V;;11465952;11465952;185.259,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29746;MOTOR 1 CV 0.55 KW 1500 RPM;CON BRIDA;;;193.839,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29799;CONM BAJO CARGA 3X125A 3P+N;;CEC 0125 3NS0;16127674;388.069,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29830;BARRA DE EXTENSION X3U;;82000177;BE DWA800-1000-3P;92.350,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29845;ARRANQUE DIREC TRIF DLW 5.5CV;;DLW-B9D33P-R63;13338994;142.175,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29846;ARRANQUE DIREC TRIF DLW 7.5CV;;DLW-B12D33P-R64;13338984;151.903,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
29847;ARRANQUE DIREC TRIF DLW 10CV;;DLW-B18D33P-R66;13338988;173.980,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30057-;CONTACTOR 110A 110VCA 1NA+1NC;;CWB110-11-30D13;15177838;541.089,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30073;INTERRUPTOR COMPACTO 3X320A;;DWB400N320-3DA;12534148;736.959,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30156;CONTACTOR MPW18/CWB 9-38;;ECCMP-18B38;12462672;11.747,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30157;CONTACTOR MPW80/CWB 50-80;;ECCMP-80B80;13520507;37.596,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30183;BASE PORTAFUSIBLE NH 2;;BNH2-400;10185938;70.897,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30184;PULSADOR DOBLE 1NA+1NC IP66;;CSW2-BDSI21IO-1;14631600;24.387,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30185;PLACA IDENTIFICADORA 22MM;;;35500232;2.499,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30271;CONTACTOR P/CAPACITOR 20KVAR;;CWBC25-21-30D23;14818234;120.018,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30272;CONTACTOR P/CAPACITOR 40KVAR;;CWBC50-21-30D23;14818236;289.124,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30299;RELE TEMPORIZADOR RTW17-;;RTW17-G02MATE05;80007104;110.323,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30310;FUSIBLE NH1-50A;;FNH1-50U;10045371;12.639,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30317;CONTACTOR P/CAPACITOR 16KVAR;;CWBC18-21-30D23;14818233;104.355,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30320;CONTACTOR P/CAPACITOR 25KVAR;;CWBC32-21-30D23;14818235;154.837,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30338;ARRANQUE ESTRELLA TRIANG 60CV;;ETW-R-60;16128836;1.061.974,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30398;GUARDAMOTOR 1.6-2.5A;;MPW18-3-D025;13414344;85.200,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30399;RELE TERMICO RW67-5D3   40-57A;;RW67-5D3-U057;13368962;119.549,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30401;BOBINA P/CONTACTOR DE 9 A 38A ;110V;BRB-38-D13;12243218;15.428,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30402;BOBINA P/CONTACTOR DE 9 A 38A;48V;BRB-38-D07;12657821;15.428,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30403;INTERRUPTOR COMPACTO 4X125A;;DWB160B-125-4DF;12318009;197.587,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30404;FUSIBLE NH2-125A;;FNH2-125U;10045373;13.978,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30408;SELECTOR 1NA CORTA;;CSW-CK2F45-10-3;12923170;12.461,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30409;SELECTOR 2NA CORTA;;CSW-CK3F45-20-3;12923168;16.343,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30449;CONTAC 3X110A 220VCA 1NA+1NC;;CWB110-11-30D23;14555904;541.089,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30562;FUSIBLE NH2-355A;;FNH2-355U;10409898;18.507,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30563;FUSIBLE NH2-160A;;FNH2-160U;10409895;13.978,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30564;INTERRUPTOR COMPACTO 4X200A;;DWB250B-200-4DF;12318949;432.650,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30773;SECC. 3X200A+N;;S5-02003NR0;16126004;267.537,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30774;SECC. 3X250A+N;;S5-02503NR0;16126005;276.294,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30775;SECC. 3X315A+N;;S5-03153NR0;16126006;328.829,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30776;SECC. 3X400A+N;;S5-04003NR0;16126007;443.126,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30778;CONM BAJO CARGA 3X200A;;S5F 0200 3PS0;16126061;615.746,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30779;CONM BAJO CARGA 3X315A+N;;CCF03153NS0;16127630;893.436,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30780;MANDO DIRECTO-S5 (40-160A);;DS-SI01;16133496;13.554,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30781;MANDO PANEL-S5 (400-630A);;DS-LA21;16133545;27.399,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30782;MANDO PANEL-S5 (200-315A);;DS-SA11;16133544;23.026,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30783;MANDO PANEL-CCF (200-400A);;DCCLA11;16133566;50.849,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30784;MANDO DIRECTO-CCF (400-630A);;DCCLI21;16133561;49.555,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
30954;ARRANQUE ESTRELLA TRIANG 40CV ;;ETW-R-40;16128834;773.785,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
31178;SECC. 3X160A;;S501603PB0;16125978;148.109,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
31179;PULSADOR ILUMINAD RASANTE AMAR;IP66;CSW-BFI3-WH;12882261;10.397,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
31248;INTERRUPTOR COMPACTO 3X1000A;DWB1000S1000-3ET;DWB1000S1000-3E;13468915;2.244.034,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
31266;CONM BAJO CARGA 3X630A 3P+N;;CCF06303NS0;16127632;1.577.392,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
31267;ARRANQUE SUAVE 15HP;ARRANC.SOFT-STARTER;SSW07 0024 T5SZ;10194171;1.236.457,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
31357;MINI INT.TM 3X63A 10KA;;MDWH-C63-3;11422729;41.801,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
35507998;BLOQUE DE CONTACTO SIMPLE 1NA;;BC10F-CSWX10;12174912;4.082,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
35509178;PULSADOR ILUMINAD RASANTE ROJO;IP66;CSW-BFI1-WH;12882259;10.397,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
35509179;PULSADOR ILUMINAD RASANTE VERD;IP66;CSW-BFI2-WH;12882260;10.397,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
50441;CONMUTADOR B. CARGA FRONTAL ;;S5F04003N;;674.673,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
50540;CONM BAJO CARGA 3X400A;;CCF 0400 3PS0;16127601;964.747,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
507412;MOTOR 2HP 4P C/BRIDA;;26179;;357.121,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610018;MOTOR 2 HP 1.5 KW 3000 RPM;;24172;610019;309.228,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610021;MOTOR 3 HP 2.2 KW 3000 RPM;;24173;00610021.;261.324,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610024;MOTOR 4 HP 3 KW 3000 RPM;;24174;00610024.;334.898,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610027;MOTOR 5.5 HP 4 KW 1500 RPM;;24175;00610027.;371.692,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610030;MOTOR 7.5 HP 5.5 KW 3000 RPM;;24176;00610030.;502.354,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610033;MOTOR 10 HP 7.5 KW 3000 RPM;;24177;00610033.;626.668,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610103;MOTOR 0.5 CV 0.37 KW 1500RPM ;C/BRIDA;27720;610103;211.344,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610105;MOTOR 0.75 CV 0.55 KW 1500 RPM;;24153;00610105.;172.140,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610108;MOTOR 1 CV 0.75 KW 1500 RPM;;24154;00610108.;180.642,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610111;MOTOR 1.5 CV 1.1 KW 1500 RPM;;24155;00610111.;219.387,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610114;MOTOR 2 HP 1.5 KW 1500 RPM;;24156;00610114.;258.668,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610115;MOTOR 2HP 1500 RPM C/BRIDA;;27885;;365.043,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610117;MOTOR 3 HP 2.2 KW 1500 RPM;;24157;00610117.;300.180,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610120;MOTOR 4 HP 3KW 1500 RPM;;4HP4P100L-220;24158;343.791,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610123;MOTOR 5.5 HP 4 KW 3000 RPM;;24159;00610123.;405.941,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610126;MOTOR 7.5 HP 5.5 KW 1500 RPM;;24160;00610126.;605.103,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610129;MOTOR 10 HP 7.5 KW 1500 NRPM;;24161;00610129.;627.438,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610132;MOTOR 12.5 HP 9.2 KW 1500 RPM;;24162;00610132.;861.362,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610135;MOTOR 15 HP 11 KW 1500 RPM;;24163;00610135.;1.118.870,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610138;MOTOR 20 HP 15 KW 1500 RPM;;24164;00610138.;1.235.464,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610210;MOTOR 1.5 CV 1.1 KW 1000 RPM;;24186;;343.277,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610213;MOTOR 2 CV 1.5 KW 1000 RPM;;24187;;423.646,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610216;MOTOR 3 CV 2.2 KW 1000 RPM;;24188;;569.336,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
610219;MOTOR 4 CV 3 KW 1000 RPM;;24189;;751.517,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
800003040;MINI CONTAC 3X12A 220V 1NC;;CWC012-01-30D23;12679766;43.263,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80000347;RELE P/TERMISTOR PTC 24-220V;;RPW-PTCE05;10075636;157.191,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80000441;FUSIBLE NH3-500A;;FNH3-500U;10409903;29.831,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80000815;BOBINA P/CONTACTOR DE 32 A 40A;24V;BCA4-40-D02;10047474;21.898,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80000873;BLOQUE CONTAC AUX 1NA;;BCX MF 10;10356473;6.168,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80000874;BLOQUE CONTAC AUX 1NC;;BCX MF 01;10356494;6.168,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80001893;GUARDAMOTOR 0.1-0.16A;;MPW40-3-C016;13414380;84.876,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80001894;GUARDAMOTOR 1.6-2.5A;;MPW40-3-D025;13414386;100.138,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80001895;GUARDAMOTOR 2.5-4A;;MPW40-3-U004;13414387;100.138,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80001897;GUARDAMOTOR 6.3-10A;;MPW40-3-U010;13414449;109.375,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80001898;GUARDAMOTOR 10-16A;;MPW40-3-U016;13414450;109.375,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80001914;BLOQUE LATERAL 1NA;P/MPW16-25-65;ACBS-11;12463909;16.543,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
